t,x,y
0.79,4.123734247740124,4.3479669307171065
0.8,4.093856270896793,4.32890194503771
0.81,4.064674853572575,4.310109535429449
0.8200000000000001,4.036172088367863,4.291588419121499
0.8300000000000001,4.008330583808972,4.273337177407944
0.84,3.981133447806067,4.255354264665533
0.85,3.954564271686684,4.237638016944823
0.86,3.928607114783732,4.220186660152889
0.87,3.9032464895576564,4.202998317845019
0.88,3.878467347233195,4.186071018642135
0.89,3.8542550639319244,4.169402703289956
0.9,3.8305954272824807,4.152991231375304
0.91,3.80747462349104,4.136834387714286
0.92,3.784879224855291,4.1209298884265255
0.93,3.7627961777057672,4.10527538670898
0.9400000000000001,3.741212790759014,4.0898684783223835
0.9500000000000001,3.7201167238676525,4.07470670680277
0.96,3.6994959771529556,4.0597875684100595
0.97,3.6793388805061045,4.045108516825156
0.98,3.659634083444803,4.030666967606574
0.99,3.6403705453124324,4.016460302417129
1.0,3.6215375258074083,4.002485873030803
1.01,3.6031245758308605,3.9887410051294707
1.02,3.58512152864121,3.975223001898783
1.03,3.567518491304632,3.9619291474321106
1.04,3.550305836430817,3.9488567099510767
1.05,3.53347419418383,3.936002944850869
1.06,3.5170144445582494,3.923365097578159
1.07,3.5009177099111355,3.9109404063491535
1.08,3.485175347740727,3.8987261047149735
1.09,3.4697789437031075,3.886719423981252
1.1,3.4547203048584003,3.874917595488579
1.11,3.439991453138372,3.863317852760107
1.12,3.4255846190276253,3.851917433522403
1.1300000000000001,3.411492235450839,3.840713581605347
1.1400000000000001,3.397706931858816,3.8297035487266506
1.1500000000000001,3.384221528506343,3.8188845961663302
1.16,3.3710290309151354,3.8082539963362425
1.17,3.358122624515394,3.7978090342495725
1.18,3.345495669459725,3.787547008894964
1.19,3.333141695603418,3.7774652345197737
1.2,3.321054397645286,3.7675610418267462
1.21,3.3092276304234995,3.75783177908823
1.22,3.2976554043610244,3.7482748131818546
1.23,3.2863318810555064,3.7388875305514624
1.24,3.2752513690086014,3.7296673380968755
1.25,3.2644083194899496,3.720611663995971
1.26,3.2537973225311707,3.711717958462364
1.27,3.243413103045405,3.7029836944418504
1.28,3.233250517068116,3.694406368250647
1.29,3.2233045481150033,3.6859835001583185
1.3,3.213570303653036,3.677712634918157
1.31,3.2040430116807586,3.6695913422476645
1.32,3.194718017414161,3.6616172172616777
1.33,3.1855907800745387,3.6537878808605413
1.34,3.176656869774897,3.6461009800756634
1.35,3.1679119645015796,3.638554188374653
1.36,3.1593518471879145,3.6311452059281657
1.37,3.1509724028768002,3.6238717598404757
1.3800000000000001,3.142769615969245,3.6167316043457074
1.3900000000000001,3.134739567555996,3.6097225209715766
1.4000000000000001,3.126878432829495,3.602842318672403
1.41,3.1191824785734785,3.596088833933085
1.42,3.1116480607276684,3.5894599308456425
1.43,3.1042716220250544,3.5829535011598637
1.44,3.0970496896993853,3.576567464309538
1.45,3.0899788732605584,3.570299767415656
1.46,3.0830558623356756,3.5641483852679325
1.47,3.0762774245736257,3.558111320285924
1.48,3.0696404036111136,3.55218660246095
1.49,3.063141717098143,3.546372289280001
1.5,3.0567783547810174,3.5406664656327203
1.51,3.0505473766410054,3.535067243702529
1.52,3.044445911086865,3.5295727628429026
1.53,3.0384711531995015,3.524181189439756
1.54,3.0326203630270836,3.5188907167608505
1.55,3.0268908639289993,3.5136995647931055
1.56,3.0212800409670995,3.508605980068634
1.57,3.0157853393427185,3.5036082354802995
1.58,3.0104042628780223,3.4987046300875493
1.59,3.0051343725402835,3.493893488913237
1.6,2.9999732850077256,3.4891731627321194
1.61,2.9949186712756304,3.484542027851674
1.62,2.989968255301448,3.479998485885862
1.6300000000000001,2.9851198126876883,3.475540963522409
1.6400000000000001,2.9803711694014137,3.4711679122841805
1.6500000000000001,2.975720200529204,3.466877808285163
1.6600000000000001,2.971164829066484,3.4626691519815673
1.67,2.9667030247401605,3.4585404679185245
1.68,2.96233280286354,3.4544903044728312
1.69,2.9580522232225346,3.4505172335921728
1.7,2.9538593889922042,3.4466198505312304
1.71,2.9497524456827033,3.4427967735850626
1.72,2.945729580113742,3.4390466438201224
1.73,2.941789019416696,3.4353681248032584
1.74,2.937929030063531,3.43175990232903
1.75,2.934147916921733,3.4282206841456433
1.76,2.9304440223344645,3.4247491996798
1.77,2.9268157252251896,3.4213441997607426
1.78,2.9232614402260406,3.418004456343747
1.79,2.9197796168292225,3.414728762233321
1.8,2.916368738560766,3.41151593080633
1.81,2.913027322175974,3.4083647957352756
1.82,2.909753916875922,3.4052742107119305
1.83,2.9065471035443955,3.4022430491715268
1.84,2.9034054940046623,3.399270204017673
1.85,2.9003277302955097,3.3963545873481777
1.86,2.897312483965976,3.3934951301819374
1.87,2.8943584553882493,3.3906907821870362
1.8800000000000001,2.891464373088191,3.387940511410204
1.8900000000000001,2.888628993092998,3.385243304007754
1.9000000000000001,2.885851098295492,3.3825981639781366
1.9100000000000001,2.8831294978345787,3.3800041128962075
1.92,2.8804630264914017,3.3774601896493293
1.93,2.877850544100758,3.374965450175397
1.94,2.8752909349773312,3.372518967202882
1.95,2.872783107356341,3.3701198299929795
1.96,2.8703259928481835,3.3677671440839325
1.97,2.867918545906691,3.365460031037611
1.98,2.8655597433106164,3.3631976281884053
1.99,2.863248583657981,3.3609790883944988
2.0,2.860984086872931,3.3588035797915707
2.0100000000000002,2.858765293724749,3.356670285548981
2.02,2.8565912653586985,3.3545784036284827
2.0300000000000002,2.8544610828383625,3.3525271465454978
2.04,2.8523738466991753,3.3505157411329973
2.05,2.8503286765128313,3.3485434283080173
2.06,2.8483247104622835,3.3466094628408327
2.07,2.8463611049270416,3.344713113126821
2.08,2.8444370340784912,3.3428536609610293
2.09,2.842551689484966,3.341030401315471
2.1,2.8407042797263125,3.3392426421191543
2.11,2.8388940300176926,3.337489704040867
2.12,2.837120181842376,3.335770920274715
2.13,2.8353819925932884,3.3340856363284255
2.14,2.833678735223082,3.3324332098144227
2.15,2.8320096979025005,3.3308130102436646
2.16,2.830374183686828,3.329224418822255
2.17,2.8287715101902022,3.327666828250812
2.18,2.827201009267591,3.326139642526603
2.19,2.825662026704235,3.3246422767484263
2.2,2.8241539219123557,3.323174156924238
2.21,2.822676067634948,3.3217347197815132
2.22,2.8212278496564736,3.3203234125803247
2.23,2.8198086665202733,3.3189396929291317
2.24,2.818417929252533,3.317583028603262
2.25,2.817055061092629,3.316252897366068
2.2600000000000002,2.8157194972296984,3.3149487867927476
2.27,2.814410684545269,3.313670194096802
2.2800000000000002,2.8131280813618003,3.3124166259591203
2.29,2.8118711571969865,3.311187598359664
2.3000000000000003,2.8106393925236737,3.3099826364117346
2.31,2.8094322785352523,3.3088012741988027
2.32,2.8082493169163922,3.307643054613872
2.33,2.8070900196189776,3.3065075292013604
2.34,2.805953908643124,3.3053942580014697
2.35,2.804840515823143,3.3043028093970266
2.36,2.8037493826183373,3.3032327599627602
2.37,2.802680059908505,3.3021836943169998
2.38,2.801632107794041,3.301155204975764
2.39,2.8006050954005155,3.300146892209213
2.4,2.7995986006876317,3.2991583639004425
2.41,2.7986122102624447,3.298189235406587
2.42,2.7976455191967475,3.2972391294222123
2.43,2.796698130848517,3.2963076758449645
2.44,2.7957696566873262,3.2953945116434484
2.45,2.7948597161236233,3.2944992807273152
2.46,2.7939679363417906,3.293621633819521
2.47,2.793093952136887,3.292761228330739
2.48,2.79223740575499,3.2919177282358882
2.49,2.791397946737049,3.2910908039527618
2.5,2.7905752317661694,3.290280132222714
2.5100000000000002,2.789768924518244,3.2894853959933936
2.52,2.788978695515855,3.28870628430348
2.5300000000000002,2.788204221985365,3.287942492169409
2.54,2.78744518771713,3.287193720474048
2.5500000000000003,2.7867012829287514,3.2864596758573055
2.56,2.785972204131306,3.2857400706086364
2.57,2.7852576539984777,3.2850346225614233
2.58,2.784557341238523,3.2843430549892023
2.59,2.7838709804690143,3.2836650965037113
2.6,2.7831982920942813,3.283000480954727
2.61,2.7825390021855014,3.282348947331671
2.62,2.7818928423633738,3.281710239666954
2.63,2.7812595496833143,3.2810841069410337
2.64,2.780638866523118,3.280470302989159
2.65,2.7800305404730326,3.2798685864097785
2.66,2.779434324228183,3.279278720474581
2.67,2.7788499754833014,3.2787004730401477
2.68,2.778277256829701,3.278133616461192
2.69,2.777715935654454,3.2775779275053543
2.7,2.7771657840417108,3.2770331872695384
2.71,2.776626578676123,3.2764991810977544
2.72,2.7760981007483188,3.2759756985004485
2.73,2.775580135862383,3.275462533075301
2.74,2.7750724739452983,3.274959482429455
2.75,2.774574909158305,3.274466348103169
2.7600000000000002,2.774087239810135,3.273982935494857
2.77,2.7736092682720765,3.273509053787499
2.7800000000000002,2.773140800894834,3.273044515876402
2.79,2.7726816479271377,3.27258913829828
2.8000000000000003,2.7722316234360673,3.2721427411616406
2.81,2.77179054522905,3.2717051480784534
2.82,2.7713582347774994,3.2712761860970723
2.83,2.770934517142054,3.270855685636403
2.84,2.7705192208993825,3.2704434804212807
2.85,2.7701121780705256,3.2700394074190493
2.86,2.769713224050731,3.2696433067773123
2.87,2.76932219754076,3.2692550217628447
2.88,2.768938940479622,3.2688743987016347
2.89,2.7685632979787203,3.2685012869200456
2.9,2.7681951182573608,3.2681355386870754
2.91,2.767834252579609,3.2677770091576894
2.92,2.7674805551924604,3.267425556317219
2.93,2.767133883265291,3.267081040926794
2.94,2.76679409683057,3.2667433264698023
2.95,2.7664610587258,3.2664122790993524
2.96,2.766134634536658,3.266087767586721
2.97,2.7658146925413187,3.265769663270774
2.98,2.7655011036559265,3.2654578400083345
2.99,2.7651937413811964,3.265152174125491
